committee_name,committee_description,effective,expiration,filing_type,committee_id
Friends of Kim Thatcher,"State Representative, 25th District, Republican",09/08/2011,12/27/2013,Amendment,4871
Friends of Kim Thatcher,"State Representative, 25th District, Republican",03/09/2010,09/08/2011,Amendment,4871
"Thatcher, Kim, Friends of","State Representative, 25th District, Republican",08/29/2008,03/09/2010,Amendment,4871
"Thatcher, Kim, Friends of","State Representative, 25th District, Republican",11/03/2005,08/28/2008,Amendment,4871
"Thatcher, Kim, Friends of","State Representative, 25th District, Republican",08/04/2005,11/02/2005,Amendment,4871
"Thatcher, Kim, Friends of","State Representative, 25th District, Republican",03/08/2004,08/03/2005,Original,4871
The Good Government Council,Miscellaneous,01/22/2017,,Amendment,10367
The Good Government Council,Miscellaneous,01/03/2014,01/22/2017,Amendment,10367
The Good Government Council,Miscellaneous,09/28/2012,01/03/2014,Amendment,10367
The Good Government Council,Miscellaneous,01/27/2011,09/28/2012,Amendment,10367
The Good Government Council,Miscellaneous,01/26/2011,01/27/2011,Amendment,10367
The Good Government Council,Miscellaneous,08/19/2010,01/26/2011,Amendment,10367
The Good Government Council,Miscellaneous,05/12/2010,08/19/2010,Amendment,10367
The Good Government Council,Miscellaneous,11/13/2009,05/12/2010,Amendment,10367
The Good Government Council,Miscellaneous,11/05/2009,11/12/2009,Amendment,10367
The Good Government Council,Miscellaneous,04/20/2009,11/04/2009,Amendment,10367
The Good Government Council,Miscellaneous,01/25/2009,04/19/2009,Amendment,10367
The Good Government Council,Miscellaneous,12/17/2008,01/24/2009,Amendment,10367
The Good Government Council,Miscellaneous,10/22/1999,12/16/2008,Original,10367
The Leadership Fund,Caucus,10/30/2017,,Amendment,2690
The Leadership Fund,Caucus,07/09/2015,10/30/2017,Amendment,2690
The Leadership Fund,Caucus,01/31/2014,07/09/2015,Amendment,2690
The Leadership Fund,Caucus,01/07/2011,01/31/2014,Amendment,2690
The Leadership Fund,Caucus,01/27/2010,01/07/2011,Amendment,2690
The Leadership Fund,Caucus,01/11/2010,01/27/2010,Amendment,2690
The Leadership Fund,Caucus,11/03/2009,01/11/2010,Amendment,2690
The Leadership Fund,Caucus,07/01/2009,11/02/2009,Amendment,2690
"Leadership Fund, The",Caucus,03/28/2008,06/30/2009,Amendment,2690
"Leadership Fund, The",Caucus,01/18/2007,03/27/2008,Amendment,2690
"Leadership Fund, The",Caucus,01/09/2007,01/17/2007,Amendment,2690
"Leadership Fund, The",Miscellaneous,03/30/2006,01/08/2007,Amendment,2690
"Leadership Fund, The",Miscellaneous,01/11/2005,03/29/2006,Amendment,2690
"Leadership Fund, The",Miscellaneous,03/03/2004,01/10/2005,Amendment,2690
"Leadership Fund, The",Miscellaneous,12/12/2003,03/02/2004,Amendment,2690
"Leadership Fund, The",Miscellaneous,01/10/2003,12/11/2003,Amendment,2690
Leadership Fund,Miscellaneous,07/19/2001,01/09/2003,Amendment,2690
Leadership Fund,Miscellaneous,02/08/2000,07/18/2001,Amendment,2690
"Leadership Fund, The",Miscellaneous,07/31/1997,02/07/2000,Amendment,2690
"Leadership Fund, The",Miscellaneous,07/25/1997,07/30/1997,Original,2690
The Roseburg Area Chamber Political Action Committee,Miscellaneous,03/14/2018,,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,03/14/2018,03/14/2018,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,12/27/2016,03/14/2018,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,02/16/2016,12/27/2016,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,02/13/2015,02/16/2016,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,03/04/2014,02/13/2015,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,02/27/2013,03/04/2014,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,02/14/2011,02/27/2013,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,02/11/2010,02/14/2011,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,11/05/2009,02/11/2010,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,01/13/2009,11/04/2009,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,01/12/2009,01/12/2009,Amendment,13156
The Roseburg Area Chamber Political Action Committee,Miscellaneous,06/17/2008,01/11/2009,Original,13156
"Third Congressional District, Republican Party","Political Party, Republican",07/03/2012,,Amendment,2436
"Third Congressional District, Republican Party","Political Party, Republican",05/29/2012,07/03/2012,Amendment,2436
"Third Congressional District, Republican Party","Political Party, Republican",10/21/2008,05/29/2012,Amendment,2436
"Third Congressional District, Republican Party","Political Party, Republican",12/26/2006,10/20/2008,Amendment,2436
"Third Congressional District, Republican Party","Political Party, Republican",01/16/2001,12/25/2006,Amendment,2436
"Third Congressional District, Republican Party","Political Party, Republican",06/27/2000,01/15/2001,Amendment,2436
"Third Congressional District, Republican Party","Political Party, Republican",11/24/1999,06/26/2000,Amendment,2436
Third Congressional District Republican Party,"Political Party, Republican",04/20/1998,11/23/1999,Amendment,2436
Third Congressional District Republican Party,"Political Party, Republican",04/22/1996,04/19/1998,Original,2436
Bill Tierney for City Council,"City Councilor, City of Lake Oswego, Nonpartisan",06/19/2012,,Amendment,13233
Bill Tierney for City Council,"City Councilor, City of Lake Oswego, Nonpartisan",07/15/2008,06/19/2012,Original,13233
Tillamook County Democratic Central Committee,"Political Party, Democrat",02/03/2017,,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",04/07/2015,02/03/2017,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",04/07/2015,04/07/2015,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",08/05/2014,04/07/2015,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",08/05/2014,08/05/2014,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",02/27/2013,08/05/2014,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",08/19/2010,02/27/2013,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",02/01/2010,08/19/2010,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",05/04/2009,02/01/2010,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",10/17/2008,05/03/2009,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",01/29/2008,10/16/2008,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",01/15/2008,01/28/2008,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",12/19/2007,01/14/2008,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",01/23/2007,12/18/2007,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",12/20/2004,01/22/2007,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",01/23/2003,12/19/2004,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",08/11/2000,01/22/2003,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",12/07/1998,08/10/2000,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",08/17/1998,12/06/1998,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",06/17/1997,08/16/1998,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",12/16/1996,06/16/1997,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",04/15/1996,12/15/1996,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",03/22/1996,04/14/1996,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",09/13/1990,03/21/1996,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",09/07/1989,09/12/1990,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",03/08/1989,09/06/1989,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",04/15/1986,03/07/1989,Amendment,339
Tillamook County Democratic Central Committee,"Political Party, Democrat",10/05/1983,04/14/1986,Original,339
Tillamook County Republican Central Committee,"Political Party, Republican",10/10/2012,,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",09/25/2012,10/10/2012,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",09/25/2012,09/25/2012,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",09/19/2012,09/25/2012,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",09/19/2012,09/19/2012,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",06/13/2012,09/19/2012,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",02/01/2011,06/13/2012,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",09/08/2010,02/01/2011,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",11/13/2008,09/08/2010,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",11/17/2006,11/12/2008,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",01/30/2006,11/16/2006,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",06/08/2004,01/29/2006,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",10/08/2003,06/07/2004,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",12/04/2002,10/07/2003,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",12/31/2001,12/03/2002,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",11/30/2000,12/30/2001,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",07/14/2000,11/29/2000,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",09/07/1999,07/13/2000,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",05/20/1998,09/06/1999,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",11/29/1996,05/19/1998,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",04/10/1995,11/28/1996,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",04/21/1994,04/09/1995,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",07/02/1992,04/20/1994,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",03/10/1992,07/01/1992,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",10/05/1989,03/09/1992,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",04/27/1988,10/04/1989,Amendment,340
Tillamook County Republican Central Committee,"Political Party, Republican",10/05/1983,04/26/1988,Original,340
Tonkon Torp State PAC,Miscellaneous,10/27/2016,,Amendment,11748
Tonkon Torp State PAC,Miscellaneous,01/28/2014,10/27/2016,Amendment,11748
Tonkon Torp State PAC,Miscellaneous,09/17/2013,01/28/2014,Amendment,11748
Tonkon Torp State PAC,Miscellaneous,11/26/2012,09/17/2013,Amendment,11748
Tonkon Torp State PAC,Miscellaneous,08/23/2012,11/26/2012,Amendment,11748
Tonkon Torp State PAC,Miscellaneous,01/05/2009,08/23/2012,Amendment,11748
Tonkon Torp State PAC,Miscellaneous,10/04/2007,01/04/2009,Amendment,11748
Tonkon Torp PAC,Miscellaneous,09/13/2007,10/03/2007,Original,11748
TrooperPAC,Miscellaneous,04/23/2015,,Amendment,4221
TrooperPAC,Miscellaneous,12/05/2013,04/23/2015,Amendment,4221
TrooperPAC,Miscellaneous,01/06/2011,12/05/2013,Amendment,4221
TrooperPAC,Miscellaneous,09/25/2008,01/06/2011,Amendment,4221
TrooperPAC,Miscellaneous,07/10/2006,09/24/2008,Amendment,4221
Trooper PAC,Miscellaneous,12/16/2005,07/09/2006,Amendment,4221
Trooper PAC,Miscellaneous,12/30/2003,12/15/2005,Amendment,4221
Trooper PAC,Miscellaneous,10/07/2002,12/29/2003,Amendment,4221
Trooper PAC,Miscellaneous,05/07/2002,10/06/2002,Amendment,4221
Trooper PAC,Miscellaneous,11/15/2001,05/06/2002,Original,4221
Umatilla County Democratic Central Committee,"Political Party, Democrat",07/11/2013,,Amendment,4583
Umatilla County Democratic Central Committee,"Political Party, Democrat",01/06/2011,07/11/2013,Amendment,4583
Umatilla County Democratic Central Committee,"Political Party, Democrat",07/10/2008,01/06/2011,Amendment,4583
Umatilla County Democratic Central Committee,"Political Party, Democrat",12/08/2005,07/09/2008,Amendment,4583
Umatilla County Democratic Central Committee,"Political Party, Democrat",12/23/2004,12/07/2005,Amendment,4583
Umatilla County Democratic Central Committee,"Political Party, Democrat",02/20/2003,12/22/2004,Original,4583
Umatilla County Republican Central Committee,"Political Party, Republican",05/28/2016,,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",05/20/2016,05/28/2016,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",05/20/2016,05/20/2016,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",03/16/2016,05/20/2016,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",02/11/2013,03/16/2016,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",03/05/2010,02/11/2013,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",01/24/2008,03/05/2010,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",01/24/2000,01/23/2008,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",09/07/1999,01/23/2000,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",01/22/1999,09/06/1999,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",01/03/1997,01/21/1999,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",10/24/1995,01/02/1997,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",02/23/1995,10/23/1995,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",12/01/1994,02/22/1995,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",10/19/1992,11/30/1994,Amendment,342
Umatilla County Republican Central Committee,"Political Party, Republican",08/27/1992,10/18/1992,Amendment,342
